1 	 1.000000 
2 	 0.159332 
3 	 0.065680 
4 	 0.035938 
5 	 0.022662 
6 	 0.015577 
7 	 0.011347 
8 	 0.008618 
9 	 0.006756 
10 	 0.005427 
11 	 0.004447 
12 	 0.003703 
13 	 0.003124 
14 	 0.002666 
15 	 0.002297 
16 	 0.001996 
17 	 0.001746 
18 	 0.001538 
19 	 0.001362 
20 	 0.001212 
21 	 0.001083 
22 	 0.000971 
23 	 0.000874 
24 	 0.000790 
25 	 0.000715 
26 	 0.000649 
27 	 0.000591 
28 	 0.000539 
29 	 0.000492 
30 	 0.000451 
31 	 0.000413 
32 	 0.000380 
33 	 0.000349 
34 	 0.000321 
35 	 0.000296 
36 	 0.000273 
37 	 0.000252 
38 	 0.000233 
39 	 0.000216 
40 	 0.000200 
41 	 0.000185 
42 	 0.000172 
43 	 0.000159 
44 	 0.000148 
45 	 0.000137 
46 	 0.000128 
47 	 0.000119 
48 	 0.000111 
49 	 0.000103 
50 	 0.000096 
51 	 0.000089 
52 	 0.000083 
53 	 0.000078 
54 	 0.000072 
55 	 0.000067 
56 	 0.000063 
57 	 0.000059 
58 	 0.000055 
59 	 0.000051 
60 	 0.000048 
61 	 0.000045 
62 	 0.000042 
63 	 0.000039 
64 	 0.000037 
65 	 0.000034 
66 	 0.000032 
67 	 0.000030 
68 	 0.000028 
69 	 0.000026 
70 	 0.000025 
71 	 0.000023 
72 	 0.000022 
73 	 0.000020 
74 	 0.000019 
75 	 0.000018 
76 	 0.000017 
77 	 0.000016 
78 	 0.000015 
79 	 0.000014 
80 	 0.000013 
81 	 0.000012 
82 	 0.000012 
83 	 0.000011 
84 	 0.000010 
85 	 0.000010 
86 	 0.000009 
87 	 0.000009 
88 	 0.000009 
89 	 0.000008 
90 	 0.000008 
91 	 0.000008 
92 	 0.000007 
93 	 0.000007 
94 	 0.000007 
95 	 0.000007 
96 	 0.000007 
97 	 0.000007 
98 	 0.000008 
99 	 0.000008 
100 	 0.000020 
